id,age,gender,annual_income,marital_status,num_children,education,years_of_employment,credit_history,current_debt,loan_purpose
5122,45,female,72413,married,2,phd,21,good,7899,business
5123,52,male,132939,divorced,1,phd,48,average,9625,car
5124,49,male,86749,widowed,1,phd,32,good,6819,education
5125,67,male,62231,divorced,3,phd,45,average,3845,home
5126,65,male,95690,divorced,5,master,17,good,3453,home
5127,63,male,61796,single,2,phd,42,average,9203,education
5128,39,male,148055,widowed,1,master,19,average,2325,home
5129,22,male,56288,widowed,3,phd,41,average,4317,home
5130,54,female,69284,single,1,phd,10,average,1479,car
5131,61,male,123046,widowed,5,master,34,average,5626,education
5132,58,male,114573,divorced,1,phd,40,good,4415,education
5133,66,male,126482,married,4,phd,14,average,2064,business
5134,49,male,88053,married,3,phd,23,average,2720,car
5135,18,female,84976,divorced,2,bachelor,30,average,2503,business
5136,49,male,97686,widowed,5,master,19,average,5544,business
5137,60,female,72588,widowed,4,master,29,good,6567,personal
5138,40,female,147295,divorced,0,master,48,average,6329,education
5139,53,male,81356,married,1,master,37,good,2227,business
5140,47,male,145454,married,0,bachelor,44,good,1000,home
5141,65,male,71848,widowed,5,bachelor,13,average,3767,education
5142,68,female,125101,widowed,1,master,39,good,4688,business
5143,67,female,97350,single,0,bachelor,45,good,8233,business
5144,24,male,80564,single,4,phd,40,good,6864,car
5145,37,male,94379,divorced,0,master,41,good,7299,education
5146,59,female,107629,widowed,0,bachelor,4,good,4816,education
5147,34,male,115619,divorced,2,master,40,average,7954,education
5148,69,male,81149,widowed,3,phd,6,good,8698,home
5149,42,female,126297,married,2,bachelor,32,good,7485,car
5150,36,male,99418,divorced,0,master,33,good,14,home
5151,30,female,111637,divorced,4,phd,24,good,7652,personal
5152,64,female,121396,widowed,2,master,28,average,1369,education
5153,39,male,57451,divorced,1,bachelor,42,good,1133,home
5154,51,male,59426,divorced,3,bachelor,6,good,652,education
5155,22,female,96172,widowed,1,bachelor,45,average,27,home
5156,68,female,108474,widowed,3,bachelor,15,good,7760,education
5157,49,female,80254,widowed,1,bachelor,9,good,4481,education
5158,57,female,112810,single,2,bachelor,41,average,9210,education
5159,23,female,141031,widowed,0,master,38,average,3306,home
5160,46,male,133764,widowed,5,master,9,average,1062,personal
5161,42,male,104025,single,1,bachelor,17,average,3728,home
5162,24,male,111714,married,3,bachelor,25,good,723,car
5163,22,female,147448,widowed,0,bachelor,6,good,4152,business
5164,24,male,104498,single,3,phd,41,average,97,education
5165,38,male,80685,widowed,2,bachelor,4,average,4834,car
5166,65,male,80365,single,3,bachelor,43,average,1166,education
5167,36,male,83816,married,5,phd,16,good,1962,home
5168,32,male,92210,divorced,4,phd,42,good,1825,home
5169,45,female,142850,married,1,master,49,average,7090,home
5170,21,male,115418,single,4,master,22,good,7849,business
5171,35,female,146335,married,3,bachelor,45,average,6094,car
5172,45,male,80381,widowed,1,phd,39,good,1246,personal
5173,53,female,51593,married,1,bachelor,15,average,8396,car
5174,33,male,96447,divorced,0,bachelor,41,good,285,business
5175,40,female,71617,married,4,bachelor,30,average,6120,education
5176,53,female,149049,married,1,bachelor,50,good,3645,car
5177,55,female,126157,widowed,0,bachelor,43,good,8466,personal
5178,18,female,54990,widowed,1,bachelor,27,average,1721,education
5179,49,male,94786,married,1,phd,49,average,4761,education
5180,36,female,133943,divorced,5,phd,22,average,6951,home
5181,18,male,137534,widowed,4,master,13,good,1781,personal
5182,64,male,94419,married,0,master,19,average,8169,personal
5183,35,male,87399,single,1,phd,29,average,6756,education
5184,35,male,116488,married,3,bachelor,37,average,819,personal
5185,57,female,119847,single,1,master,43,average,4618,car
5186,29,female,141189,widowed,4,bachelor,6,average,7901,personal
5187,64,male,68562,widowed,1,master,8,good,6323,personal
5188,47,male,89465,widowed,0,bachelor,9,average,6035,education
5189,68,female,82787,single,5,bachelor,47,average,5111,personal
5190,49,male,50088,married,1,phd,38,average,8024,personal
5191,25,male,88054,widowed,2,phd,15,good,7638,business
5192,38,male,119218,widowed,5,bachelor,9,good,2741,education
5193,45,female,107598,single,2,phd,44,good,1994,home
5194,44,male,62003,divorced,3,master,40,good,9078,car
5195,44,female,116190,divorced,2,bachelor,27,average,7762,car
5196,63,male,121573,divorced,2,bachelor,33,average,3893,car
5197,49,male,98777,widowed,0,bachelor,38,good,6161,car
5198,35,female,69492,single,1,master,43,good,9561,business
5199,57,male,98144,single,3,bachelor,25,average,2360,personal
5200,55,male,77933,widowed,2,phd,38,good,8634,personal
5201,47,male,119366,married,0,master,9,good,2968,business
5202,51,male,136331,divorced,1,phd,37,good,2810,personal
5203,67,female,62116,single,1,master,9,average,7144,personal
5204,31,male,115408,married,4,phd,34,average,8551,business
5205,46,male,146921,divorced,5,bachelor,32,good,3790,personal
5206,33,female,50256,divorced,3,master,45,good,1352,business
5207,50,male,73952,divorced,2,bachelor,14,average,6196,business
5208,19,male,126200,single,3,phd,47,average,1484,business
5209,35,male,98862,married,2,phd,10,good,5328,business
5210,70,male,117600,divorced,0,bachelor,45,average,2422,business
5211,53,female,81483,widowed,3,phd,18,good,3851,education
5212,25,male,138956,divorced,2,phd,46,good,7899,personal
5213,64,female,142064,single,4,master,31,good,3822,home
5214,38,male,93702,single,0,bachelor,24,average,353,business
5215,64,male,112636,widowed,3,master,43,average,4631,business
5216,49,female,75755,single,2,master,3,good,3991,business
5217,21,female,130440,married,5,phd,21,average,8669,education
5218,61,female,145269,single,4,bachelor,26,average,1302,home
5219,66,male,63232,divorced,3,bachelor,41,average,7241,car
5220,66,female,93322,married,1,phd,40,good,5733,business
5221,58,male,65963,single,5,master,19,average,7611,car
5222,60,female,109061,single,5,phd,12,good,3224,education
5223,52,male,87609,single,3,bachelor,36,good,7045,education
5224,34,female,96769,divorced,0,master,40,average,8647,car
5225,37,male,132138,divorced,1,phd,8,good,3735,home
5226,25,male,90414,married,0,phd,22,good,3188,education
5227,56,female,110520,single,3,bachelor,22,good,8606,education
5228,19,male,134765,divorced,2,phd,39,average,2287,car
5229,37,male,111007,married,4,phd,31,good,6684,car
5230,20,male,85696,single,5,phd,34,good,5291,personal
5231,44,male,115124,single,2,phd,28,good,2911,business
5232,34,female,133471,married,1,master,25,average,8400,business
5233,54,female,107785,divorced,4,phd,20,good,4653,business
5234,40,male,101406,single,2,master,22,average,3687,personal
5235,18,male,138139,married,1,bachelor,36,average,868,education
5236,37,female,59599,widowed,3,bachelor,19,good,9724,home
5237,29,female,126360,widowed,2,master,3,good,8063,personal
5238,69,female,113219,divorced,0,phd,22,average,4876,business
5239,69,male,75469,single,5,bachelor,41,average,4816,car
5240,52,male,148971,single,2,phd,10,average,3830,car
5241,26,female,81340,divorced,5,bachelor,22,average,360,car
5242,67,male,78411,widowed,5,bachelor,13,average,5510,business
5243,40,female,50398,divorced,5,phd,15,good,6219,home
5244,52,female,142443,divorced,5,phd,31,average,7060,car
5245,29,female,99787,single,4,bachelor,42,average,5022,home
5246,33,male,143941,married,4,phd,49,good,9502,car
5247,28,female,97206,married,4,bachelor,44,average,2825,home
5248,59,male,135661,married,3,master,34,average,6127,personal
5249,38,male,75424,widowed,3,bachelor,34,average,6610,personal
5250,70,female,94759,widowed,2,phd,37,average,3761,car
5251,69,female,55932,divorced,2,master,4,good,1915,education
5252,54,female,102811,widowed,5,master,38,good,9610,personal
5253,61,female,148730,divorced,1,phd,34,average,5803,home
5254,63,female,84590,divorced,2,bachelor,22,average,3653,car
5255,56,male,136228,widowed,1,master,10,average,291,personal
5256,34,male,54578,single,0,phd,15,average,6844,car
5257,56,female,67459,widowed,4,master,21,good,8197,car
5258,30,male,78553,divorced,0,bachelor,33,average,6067,home
5259,31,female,104202,divorced,2,master,14,average,6623,personal
5260,69,female,149087,married,1,phd,45,good,2560,education
5261,22,male,141287,widowed,2,phd,3,good,323,home
5262,22,female,51686,widowed,2,phd,36,average,8404,personal
5263,41,female,126455,widowed,0,master,9,average,5195,education
5264,43,female,135978,single,2,bachelor,23,average,6625,home
5265,68,female,85854,single,0,master,35,average,9690,education
5266,28,male,131910,married,5,bachelor,6,good,7428,business
5267,46,male,110469,divorced,2,bachelor,22,average,8973,home
5268,65,male,57924,married,4,bachelor,37,good,2530,personal
5269,62,female,52903,divorced,1,master,29,average,4154,home
5270,64,male,148003,divorced,1,phd,5,average,5182,car
5271,62,female,59275,married,3,phd,36,good,3588,business
5272,63,female,57846,widowed,0,master,22,average,6783,education
5273,37,female,81750,widowed,4,master,43,average,7247,business
5274,54,male,113658,married,0,master,10,average,108,car
5275,47,male,120637,divorced,5,master,20,good,4872,home
5276,68,female,123125,divorced,4,phd,12,good,887,home
5277,52,female,69843,widowed,5,phd,42,good,7011,business
5278,64,female,137965,widowed,3,master,33,good,3468,education
5279,46,female,62521,divorced,0,master,37,good,5764,business
5280,65,male,71959,widowed,2,master,42,good,7811,education
5281,27,male,126430,single,1,bachelor,25,good,8450,car
5282,44,male,64128,divorced,0,phd,17,good,6699,car
5283,65,female,52395,single,5,master,35,average,4693,car
5284,46,female,83756,widowed,0,bachelor,17,average,2001,personal
5285,49,female,142954,single,1,bachelor,4,average,7703,car
5286,38,female,73193,divorced,5,master,39,good,1583,business
5287,48,female,71770,widowed,3,bachelor,36,average,4753,car
5288,32,female,95557,widowed,2,phd,38,good,7433,business
5289,23,male,93206,divorced,0,phd,28,average,6260,business
5290,42,female,54695,widowed,5,master,23,average,8047,personal
5291,38,female,100600,divorced,2,phd,36,good,4640,personal
5292,18,male,57338,married,3,bachelor,33,good,6383,business
5293,26,male,68339,married,2,phd,33,good,6354,home
5294,18,male,106479,single,3,phd,35,good,1640,personal
5295,51,male,57413,married,1,master,28,average,9233,education
5296,21,female,130552,widowed,3,phd,27,good,9900,personal
5297,31,male,108468,single,1,master,45,good,2041,home
5298,30,female,127548,married,0,phd,3,average,9480,business
5299,26,female,53268,single,4,master,44,good,5141,personal
5300,47,female,125516,married,1,phd,25,average,5353,business
5301,28,female,126748,single,1,bachelor,33,good,9934,personal
5302,33,male,100534,single,0,phd,11,average,5201,education
5303,60,female,149434,divorced,4,phd,21,good,2525,car
5304,55,female,57636,married,2,phd,34,average,6421,business
5305,61,male,69692,widowed,3,phd,46,average,9605,home
5306,26,female,57607,widowed,2,bachelor,7,average,8056,education
5307,47,female,147379,divorced,3,master,16,good,413,education
5308,49,female,69323,widowed,5,bachelor,28,good,9137,personal
5309,56,female,119881,widowed,1,master,23,average,2020,car
5310,30,female,58644,married,4,phd,34,good,7918,business
5311,28,female,91131,single,2,phd,48,good,3795,personal
5312,56,male,72147,divorced,5,bachelor,27,good,9120,education
5313,33,male,62696,married,3,bachelor,39,good,9758,home
5314,68,female,114908,married,4,bachelor,37,average,7308,personal
5315,34,male,90774,divorced,4,bachelor,23,good,1325,education
5316,33,male,148629,married,2,bachelor,45,average,9667,home
5317,47,male,63582,divorced,0,phd,36,average,101,car
5318,19,female,116759,divorced,2,phd,43,good,9568,home
5319,33,female,110656,divorced,1,phd,50,average,8041,car
5320,21,female,139727,divorced,5,bachelor,31,average,5030,home
5321,29,female,90854,widowed,0,phd,45,average,7893,car
5322,44,male,100600,widowed,5,phd,45,good,5081,car
5323,55,female,132827,divorced,1,bachelor,8,average,2811,personal
5324,37,female,87115,divorced,4,phd,42,average,748,home
5325,43,male,134831,single,5,phd,27,average,4882,business
5326,68,female,134676,divorced,2,master,9,good,8460,home
5327,48,male,92077,divorced,3,phd,33,average,3415,education
5328,65,female,75908,widowed,5,master,44,average,1074,personal
5329,66,male,137033,married,0,bachelor,17,average,5847,business
5330,53,male,125873,single,2,master,13,good,7113,personal
5331,35,female,85304,widowed,3,master,21,good,5338,education
5332,63,male,126745,married,2,phd,23,good,7432,personal
5333,56,female,112421,single,0,bachelor,7,average,2645,car
5334,63,female,110198,married,3,bachelor,26,good,6289,home
5335,65,female,58824,widowed,1,phd,29,good,1390,education
5336,51,female,140887,married,3,master,39,average,817,home
5337,58,female,93306,widowed,0,bachelor,38,average,4331,home
5338,59,male,52517,single,1,master,21,good,9167,personal
5339,36,male,50560,single,1,phd,29,good,5270,personal
5340,29,male,57392,single,0,bachelor,49,good,1917,car
5341,60,male,87055,widowed,1,bachelor,44,average,5512,personal
5342,44,female,114040,single,4,phd,27,average,4690,business
5343,61,female,78874,single,1,master,23,average,8353,education
5344,60,male,96752,married,3,bachelor,16,good,4427,home
5345,49,male,83903,widowed,0,phd,34,good,9586,car
5346,47,female,96662,single,4,bachelor,35,average,2613,personal
5347,19,male,97707,divorced,0,bachelor,41,average,8275,car
5348,52,male,110794,married,3,bachelor,37,good,9979,car
5349,32,male,77733,widowed,3,bachelor,34,good,3083,car
5350,69,female,103749,married,4,bachelor,39,average,6216,business
5351,18,male,55831,married,1,phd,48,good,1356,education
5352,42,male,105863,single,0,bachelor,8,average,1470,home
5353,62,female,86276,divorced,1,master,21,good,4964,personal
5354,31,female,56497,widowed,4,master,38,average,4469,personal
5355,20,male,123665,single,5,bachelor,44,good,3476,car
5356,64,female,56769,widowed,0,bachelor,28,average,1209,personal
5357,60,female,51709,divorced,3,bachelor,18,average,7170,personal
5358,46,female,109968,widowed,5,bachelor,17,average,9408,business
5359,59,male,84950,single,0,phd,43,good,2983,car
5360,54,male,70040,widowed,3,master,25,good,3163,home
5361,67,male,124862,married,3,master,33,good,9852,personal
5362,33,female,64709,divorced,2,phd,3,good,7572,education
5363,33,female,119399,single,3,master,46,average,1483,car
5364,32,male,84174,single,0,bachelor,43,average,3153,education
5365,66,male,65768,single,4,bachelor,36,average,6264,personal
5366,60,female,127772,widowed,0,master,30,average,2461,home
5367,61,female,148065,widowed,3,master,40,good,4537,home
5368,34,female,134129,divorced,1,bachelor,9,good,6501,business
5369,50,female,114642,divorced,2,master,8,average,2575,home
5370,19,male,126269,divorced,1,master,26,good,2461,home
5371,18,female,149313,single,1,phd,18,average,7901,business
5372,57,female,80888,married,0,bachelor,30,average,3181,home
5373,63,female,50491,single,4,phd,36,good,2909,business
5374,64,male,121639,single,3,bachelor,49,average,179,home
5375,23,female,74428,divorced,3,bachelor,11,average,9467,personal
5376,51,male,57396,married,1,phd,4,average,6663,personal
5377,50,female,87355,widowed,4,bachelor,27,average,4182,business
5378,25,male,128321,widowed,1,bachelor,31,average,1560,car
5379,50,male,54593,married,2,bachelor,13,average,3152,business
5380,21,female,69245,married,1,phd,9,good,4130,business
5381,52,female,119724,single,5,phd,16,average,300,business
5382,33,female,106771,single,0,phd,6,average,8953,personal
5383,43,male,126697,married,4,master,37,average,6394,education
5384,32,female,72093,married,2,phd,26,average,4379,car
5385,45,female,84552,widowed,2,bachelor,33,average,2153,car
5386,51,male,136772,single,4,master,42,good,3666,car
5387,61,male,67495,married,3,bachelor,38,average,625,education
5388,22,male,93945,widowed,1,bachelor,45,good,759,home
5389,27,male,77834,divorced,2,bachelor,42,average,5228,business
5390,55,female,136793,married,3,bachelor,34,average,8135,personal
5391,51,male,140823,divorced,3,bachelor,17,good,3967,home
5392,44,male,61493,divorced,3,bachelor,16,average,4354,education
5393,57,male,127639,married,4,phd,29,average,4927,home
5394,20,female,87203,divorced,4,phd,22,average,781,home
5395,20,female,112496,single,3,phd,30,average,808,business
5396,36,female,83660,single,4,master,8,average,8226,business
5397,35,male,57935,single,3,phd,7,good,7913,personal
5398,65,female,82918,single,3,bachelor,31,average,1769,business
5399,57,female,57311,widowed,5,master,41,good,4609,education
5400,49,female,104707,divorced,2,phd,7,average,8394,car
5401,48,male,79204,divorced,4,bachelor,13,average,4793,personal
5402,26,female,61459,widowed,1,bachelor,35,average,104,personal
5403,18,female,92092,married,2,master,36,good,6384,education
5404,28,female,140233,widowed,1,master,39,average,9065,business
5405,43,female,81955,married,5,phd,13,average,6378,personal
5406,21,female,114229,single,0,master,33,good,9263,home
5407,37,male,78256,single,4,bachelor,44,average,9479,home
5408,39,male,147326,widowed,2,bachelor,44,average,2095,car
5409,19,female,145126,divorced,2,phd,41,average,5205,education
5410,47,female,136443,widowed,2,master,3,average,9187,business
5411,20,female,59811,widowed,2,phd,9,good,3530,car
5412,24,male,109375,divorced,0,bachelor,43,good,9398,personal
5413,67,female,89738,single,4,master,40,good,2449,car
5414,20,female,135909,married,3,master,42,average,5473,business
5415,46,male,87066,widowed,1,bachelor,36,average,9588,education
5416,22,female,72634,single,0,phd,22,good,403,education
5417,34,male,59624,single,1,phd,17,good,488,car
5418,42,male,99959,single,2,phd,12,good,4379,personal
5419,48,female,67063,widowed,3,bachelor,3,average,2704,education
5420,65,female,139592,divorced,1,bachelor,10,average,1922,personal
5421,22,female,102544,single,5,master,50,good,3287,home
5422,30,male,123466,married,3,phd,45,average,540,home
5423,34,male,95568,widowed,5,phd,17,good,1933,business
5424,56,male,78498,single,5,phd,44,average,353,car
5425,42,male,70617,divorced,0,master,46,good,7176,education
5426,49,female,59237,single,5,phd,17,average,236,home
5427,54,male,104804,divorced,0,phd,40,good,2639,car
5428,59,female,125652,married,2,master,25,good,7065,education
5429,29,male,66877,widowed,4,bachelor,36,average,6608,car
5430,37,male,131972,single,5,phd,29,average,4503,home
5431,59,male,78836,divorced,4,master,9,average,8425,car
5432,66,male,51964,widowed,4,master,8,good,3063,education
5433,55,male,81737,divorced,0,bachelor,50,average,9978,car
5434,29,male,50251,single,2,master,14,good,2671,car
5435,37,female,98507,divorced,5,master,22,average,6333,car
5436,45,male,51904,divorced,0,phd,30,average,4948,car
5437,29,female,124187,married,4,master,10,average,681,home
5438,45,male,50872,single,2,master,14,average,2990,home
5439,51,male,81165,single,5,phd,38,average,4584,car
5440,24,female,138739,married,4,phd,27,average,3899,education
5441,21,male,119315,divorced,5,bachelor,30,good,9186,business
5442,39,female,88208,single,1,phd,12,average,9764,car
5443,50,male,97115,single,3,phd,48,average,7635,business
5444,70,male,106260,widowed,4,bachelor,22,average,2306,business
5445,22,male,99556,single,0,master,11,average,9376,car
5446,27,male,93671,married,1,bachelor,23,good,3723,business
5447,52,male,127582,single,3,master,13,average,7613,personal
5448,55,female,107023,divorced,3,bachelor,50,average,9203,personal
5449,61,female,104957,married,4,bachelor,40,average,7258,home
5450,23,male,123804,single,4,phd,12,good,6567,education
5451,19,male,119127,single,3,master,4,average,437,personal
5452,27,female,68748,divorced,5,phd,41,good,9623,home
5453,54,female,143748,widowed,2,phd,34,good,2951,home
5454,52,female,70900,married,1,master,42,average,8675,personal
5455,27,female,85828,widowed,3,master,19,average,9162,home
5456,55,female,92985,widowed,1,bachelor,48,good,8927,education
5457,25,male,86942,divorced,4,master,33,average,6939,home
5458,68,female,89136,married,3,phd,29,average,3142,car
5459,62,female,100915,divorced,0,master,15,average,3615,business
5460,54,male,84582,widowed,5,bachelor,29,average,1280,business
5461,39,female,147253,married,1,phd,7,good,5286,car
5462,26,male,94147,widowed,1,bachelor,25,average,1922,home
5463,22,female,68443,divorced,3,phd,24,average,8260,personal
5464,32,male,115405,widowed,3,phd,28,good,481,business
5465,31,male,135145,single,4,master,39,good,7712,car
5466,25,female,149359,married,1,phd,47,good,6227,home
5467,46,male,148813,single,4,bachelor,38,good,2269,education
5468,61,female,50559,single,5,bachelor,35,good,7826,business
5469,22,male,120317,single,3,phd,49,average,1631,education
5470,34,male,115213,single,5,bachelor,33,good,9082,home
5471,70,female,112583,divorced,1,bachelor,28,average,5969,car
5472,66,female,85924,single,1,bachelor,44,average,2177,car
5473,55,female,51155,divorced,5,master,42,good,1618,personal
5474,66,male,130432,single,0,bachelor,21,good,3845,personal
5475,29,male,84569,married,1,bachelor,35,good,9366,car
5476,50,male,147732,divorced,2,phd,14,average,1301,car
5477,24,female,132767,married,1,bachelor,40,good,1460,education
5478,57,female,77281,divorced,0,phd,38,average,6473,education
5479,62,male,126191,divorced,5,bachelor,29,average,5899,business
5480,25,female,83122,divorced,1,master,27,average,293,personal
5481,27,male,76097,single,0,phd,19,good,277,home
5482,33,female,76642,widowed,2,master,39,average,4343,business
5483,68,male,123392,single,1,master,36,good,8885,car
5484,65,male,121330,widowed,1,phd,42,good,2118,business
5485,23,male,119541,married,5,bachelor,18,average,1734,education
5486,33,female,139856,divorced,4,master,50,average,6213,business
5487,58,male,131417,single,1,master,26,good,5411,personal
5488,20,female,98321,single,0,phd,42,average,8396,car
5489,62,female,138695,widowed,3,master,11,good,9384,car
5490,38,male,141323,widowed,0,bachelor,40,average,8211,education
5491,60,male,133094,widowed,5,master,14,average,2276,business
5492,48,female,126149,widowed,2,bachelor,25,good,3373,personal
5493,37,male,123621,widowed,0,bachelor,44,good,6416,home
5494,25,male,128469,divorced,4,master,8,average,8179,business
5495,57,female,51818,single,0,master,9,average,4160,home
5496,43,male,71382,married,3,master,10,average,7347,home
5497,38,female,112252,divorced,0,master,4,average,9637,education
5498,43,male,73981,widowed,5,master,43,good,9708,car
5499,69,male,102345,married,1,bachelor,30,average,6116,car
5500,48,male,102485,married,4,phd,47,average,2592,car
5501,70,male,121038,single,0,phd,38,average,1848,business
5502,69,male,80870,widowed,2,master,14,average,311,car
5503,60,male,58274,married,0,phd,25,good,620,personal
5504,43,female,108177,married,2,master,43,good,1893,personal
5505,64,male,111319,divorced,1,bachelor,12,good,3352,home
5506,45,female,66338,married,5,bachelor,36,good,3750,personal
5507,56,male,131650,divorced,3,master,18,average,2138,home
5508,52,female,81691,single,5,phd,8,good,6922,home
5509,59,male,69474,divorced,3,bachelor,29,average,3983,car
5510,67,female,58391,widowed,5,bachelor,40,average,8822,home
5511,58,male,135593,single,2,bachelor,33,average,7216,personal
5512,62,male,59933,single,0,bachelor,21,average,1128,car
5513,33,female,128480,married,2,bachelor,26,average,7854,business
5514,60,female,146484,divorced,1,phd,25,good,2023,education
5515,44,male,120343,widowed,4,bachelor,8,good,3880,education
5516,20,female,61420,married,3,master,22,average,604,car
5517,21,female,101800,widowed,3,phd,40,good,4076,personal
5518,31,male,91795,widowed,1,phd,35,average,6001,home
5519,26,male,85722,married,1,phd,35,good,4336,education
5520,40,female,63610,widowed,0,bachelor,13,good,9786,business
5521,37,male,80973,widowed,4,phd,33,good,4889,car
5522,54,male,149008,widowed,0,master,49,good,3449,business
5523,24,female,118126,widowed,3,bachelor,4,good,3298,business
5524,51,male,50351,married,0,master,22,good,3044,car
5525,26,female,57232,divorced,4,phd,9,good,7493,home
5526,20,female,53858,single,1,phd,46,good,4565,personal
5527,53,male,75914,single,2,phd,26,average,9346,home
5528,54,male,55648,single,5,master,12,average,9500,business
5529,43,female,98902,single,4,phd,22,average,8385,home
5530,64,male,101672,married,4,bachelor,6,average,1023,business
5531,70,male,91015,married,1,phd,35,good,1198,car
5532,54,male,81186,single,1,bachelor,9,average,4239,personal
5533,24,female,99791,single,5,master,10,good,7423,business
5534,23,female,61095,divorced,3,master,24,good,3083,personal
5535,39,female,52452,widowed,1,phd,19,good,2158,business
5536,66,male,69141,single,5,bachelor,44,good,1872,education
5537,40,female,109058,married,5,phd,21,average,6255,car
5538,68,male,142167,divorced,0,phd,38,average,3696,education
5539,20,female,104545,divorced,0,phd,9,good,5373,car
5540,69,male,86872,divorced,1,master,21,average,8702,personal
5541,24,male,95380,widowed,4,bachelor,50,average,968,personal
5542,24,female,128519,widowed,3,bachelor,15,average,7901,business
5543,63,female,57460,married,4,bachelor,9,good,3994,personal
5544,24,female,52734,widowed,2,master,8,good,6855,car
5545,70,male,72896,married,4,phd,26,average,2641,car
5546,40,female,133202,single,3,master,5,average,1209,personal
5547,26,male,90641,divorced,0,phd,47,average,1714,personal
5548,44,male,128911,divorced,4,phd,40,good,1647,car
5549,46,female,113709,married,1,bachelor,48,good,6752,education
5550,52,male,82804,divorced,1,phd,36,average,687,business
5551,36,female,132595,single,0,phd,15,average,7502,car
5552,32,female,136812,divorced,2,bachelor,27,good,2121,personal
5553,35,female,85440,divorced,1,bachelor,20,good,2487,car
5554,21,female,132150,married,5,bachelor,9,good,2515,car
5555,40,male,117703,divorced,3,master,41,good,4580,car
5556,21,male,94086,divorced,3,master,20,average,3866,home
5557,22,male,58215,divorced,2,phd,26,average,5738,business
5558,53,female,147073,single,1,master,29,good,8666,education
5559,58,male,85884,widowed,0,master,11,average,6812,education
5560,45,male,116877,married,4,phd,30,good,7286,home
5561,36,female,101065,married,0,bachelor,38,average,5278,education
5562,37,male,134963,single,0,phd,27,average,2659,business
5563,47,male,125373,divorced,1,bachelor,41,average,641,education
5564,58,female,132861,divorced,5,phd,6,good,7093,education
5565,57,male,80699,divorced,4,master,18,good,8075,education
5566,29,female,134348,widowed,4,phd,9,average,1345,car
5567,69,male,79028,widowed,0,phd,15,good,3437,car
5568,22,male,89942,widowed,1,master,28,good,1062,home
5569,50,male,107115,widowed,4,master,13,good,8164,home
5570,32,female,93690,divorced,5,master,46,average,4693,home
5571,69,female,121148,widowed,5,master,23,good,8772,business
5572,56,female,104132,single,2,bachelor,49,average,2434,education
5573,43,female,64236,married,4,phd,13,average,6360,business
5574,30,female,117723,married,1,master,48,good,6292,personal
5575,59,male,53449,single,2,bachelor,38,average,94,business
5576,32,female,75558,widowed,2,phd,35,good,9473,car
5577,18,male,115046,single,5,bachelor,29,good,114,car
5578,20,male,127688,married,4,bachelor,22,good,2,business
5579,29,male,85916,single,1,master,37,average,6633,personal
5580,19,female,147314,widowed,3,master,11,average,1478,education
5581,45,female,139677,married,5,bachelor,47,good,9817,car
5582,43,female,122038,single,5,phd,48,average,1416,education
5583,37,male,145904,widowed,4,master,33,average,6838,car
5584,59,female,89323,single,3,bachelor,30,average,1781,car
5585,54,female,143395,married,4,phd,46,good,212,car
5586,42,male,53915,single,5,master,48,average,463,education
5587,26,male,72071,widowed,0,bachelor,33,average,8394,education
5588,38,female,135847,married,1,bachelor,6,good,7797,car
5589,18,female,52771,married,5,bachelor,13,average,6646,education
5590,60,female,139911,married,0,master,33,good,7954,car
5591,66,female,75932,divorced,0,master,31,good,4155,home
5592,48,female,147012,divorced,0,phd,28,good,1316,personal
5593,23,male,55570,divorced,0,bachelor,41,good,4161,education
5594,26,female,61273,married,4,phd,45,average,799,education
5595,50,male,57393,single,1,master,14,average,1141,home
5596,70,male,89898,married,0,master,30,good,4573,home
5597,33,male,143998,widowed,5,phd,24,good,3619,car
5598,63,female,91341,married,4,master,12,average,7857,education
5599,38,male,73002,divorced,3,phd,24,average,4453,car
5600,56,female,106435,single,4,master,9,good,1899,car
5601,70,female,72469,widowed,0,phd,5,average,803,home
5602,50,male,115586,widowed,4,master,19,average,5423,education
5603,53,male,127980,married,4,bachelor,42,average,8765,education
5604,70,female,92979,married,3,master,34,average,3705,car
5605,60,male,58641,married,2,bachelor,21,average,3740,home
5606,50,female,125615,single,1,master,43,good,3681,personal
5607,48,male,90827,divorced,4,phd,40,average,6864,car
5608,29,female,142810,single,3,master,31,average,9211,personal
5609,33,male,136372,single,2,bachelor,31,average,7412,home
5610,54,male,139038,single,0,phd,9,good,560,car
5611,34,male,110405,married,3,master,16,good,9788,car
5612,39,female,131800,widowed,3,bachelor,45,average,5378,home
5613,32,female,94475,divorced,0,master,12,good,8410,business
5614,44,male,119177,widowed,3,bachelor,45,good,2838,business
5615,42,male,144971,divorced,4,phd,8,average,4287,business
5616,64,male,71757,divorced,5,phd,37,good,2485,car
5617,33,male,51213,widowed,0,master,32,good,7259,personal
5618,54,male,145364,divorced,1,master,43,average,6394,home
5619,66,female,95134,single,3,bachelor,46,average,7212,education
5620,27,female,83446,widowed,2,phd,20,good,654,home
5621,55,male,103419,widowed,0,master,22,good,5648,education
5622,53,female,92839,married,0,master,48,average,2434,personal
5623,33,male,126105,single,0,bachelor,23,good,9753,home
5624,44,female,100341,divorced,1,bachelor,10,good,3155,education
5625,42,male,80762,divorced,5,bachelor,21,average,2115,home
5626,21,male,114559,single,5,master,11,good,1588,education
5627,69,female,94208,single,0,phd,10,average,7764,education
5628,41,male,60462,divorced,5,phd,25,average,2202,home
