id,age,gender,annual_income,marital_status,num_children,education,years_of_employment,credit_history,current_debt,loan_purpose
2860,40,male,20092,married,4,high_school,0,poor,17809,business
2861,38,female,33124,widowed,2,high_school,0,poor,47099,home
2862,70,male,27365,single,3,high_school,1,poor,36740,business
2863,23,male,29988,single,5,high_school,2,poor,45448,car
2864,20,female,25393,widowed,0,high_school,2,poor,27755,car
2865,66,female,31709,divorced,2,high_school,0,poor,32809,car
2866,62,male,38986,widowed,1,high_school,1,poor,14870,education
2867,21,female,37597,divorced,1,high_school,1,poor,24777,education
2868,59,male,36849,married,3,high_school,2,poor,46140,car
2869,70,female,43543,divorced,1,high_school,2,poor,11928,education
2870,35,male,22642,married,3,high_school,1,poor,26872,education
2871,51,female,23342,single,0,high_school,1,poor,21217,car
2872,68,male,28962,married,1,high_school,0,poor,34452,personal
2873,40,male,38678,single,1,high_school,2,poor,48835,home
2874,51,male,40215,widowed,4,high_school,1,poor,44016,education
2875,32,male,23285,divorced,1,high_school,1,poor,34828,personal
2876,26,female,47878,widowed,5,high_school,2,poor,13491,car
2877,51,male,48560,widowed,3,high_school,1,poor,11017,personal
2878,57,female,49480,married,0,high_school,2,poor,34741,personal
2879,65,female,43334,widowed,1,high_school,1,poor,22978,business
2880,33,female,40766,widowed,1,high_school,0,poor,26263,personal
2881,36,male,36681,married,2,high_school,2,poor,26255,business
2882,48,female,20288,married,0,high_school,2,poor,37483,business
2883,30,male,28251,divorced,1,high_school,1,poor,42171,car
2884,29,male,30086,widowed,1,high_school,0,poor,27195,education
2885,51,male,24808,married,4,high_school,1,poor,20522,personal
2886,69,male,40699,widowed,1,high_school,1,poor,34998,business
2887,62,female,35004,married,2,high_school,1,poor,48434,business
2888,40,male,28004,divorced,2,high_school,2,poor,44496,business
2889,50,male,29555,single,3,high_school,2,poor,36886,personal
2890,58,female,31466,widowed,1,high_school,1,poor,31313,business
2891,34,male,30830,single,2,high_school,1,poor,33410,personal
2892,28,female,21645,married,0,high_school,2,poor,39424,personal
2893,29,female,23093,married,2,high_school,0,poor,12825,home
2894,30,female,31899,married,3,high_school,1,poor,10368,business
2895,18,male,49250,divorced,5,high_school,2,poor,31430,car
2896,19,female,40160,widowed,2,high_school,0,poor,29883,personal
2897,56,male,31223,single,4,high_school,1,poor,20769,car
2898,35,female,42629,married,3,high_school,2,poor,43792,home
2899,47,female,42131,single,5,high_school,0,poor,18478,home
2900,21,male,28133,divorced,4,high_school,2,poor,20639,car
2901,40,female,21389,divorced,5,high_school,2,poor,10165,home
2902,51,female,46972,single,3,high_school,2,poor,23166,education
2903,24,male,41051,single,3,high_school,2,poor,35707,car
2904,64,male,47910,married,3,high_school,2,poor,47166,education
2905,70,male,20229,widowed,0,high_school,2,poor,25014,personal
2906,39,female,25610,married,4,high_school,0,poor,36759,personal
2907,69,male,27011,widowed,0,high_school,2,poor,32435,personal
2908,67,female,27534,divorced,5,high_school,1,poor,40261,car
2909,41,female,27990,divorced,5,high_school,0,poor,17066,business
2910,54,female,22468,divorced,3,high_school,2,poor,38183,car
2911,42,female,33094,single,0,high_school,2,poor,47533,business
2912,36,male,31043,single,5,high_school,2,poor,48872,home
2913,24,male,38706,married,3,high_school,2,poor,35605,car
2914,35,female,25749,widowed,4,high_school,2,poor,20052,personal
2915,65,female,34548,married,1,high_school,1,poor,13148,business
2916,47,female,25552,divorced,0,high_school,1,poor,34529,car
2917,54,female,22233,divorced,3,high_school,0,poor,33245,education
2918,24,female,31002,married,0,high_school,0,poor,15078,car
2919,18,female,37423,widowed,0,high_school,1,poor,30858,personal
2920,57,female,38955,married,1,high_school,0,poor,43157,business
2921,19,female,36043,married,0,high_school,1,poor,31843,business
2922,34,male,34152,married,1,high_school,2,poor,28728,home
2923,28,female,36749,single,3,high_school,0,poor,10221,home
2924,34,female,29730,single,3,high_school,1,poor,35469,business
2925,31,male,41136,married,2,high_school,0,poor,36325,personal
2926,66,male,35236,single,0,high_school,0,poor,46216,personal
2927,37,male,30792,widowed,4,high_school,0,poor,18461,car
2928,42,male,49878,single,4,high_school,2,poor,20741,business
2929,51,female,38722,widowed,1,high_school,2,poor,45803,personal
2930,19,female,40861,married,2,high_school,1,poor,35405,home
2931,39,male,29086,single,4,high_school,1,poor,23034,personal
2932,27,female,21049,divorced,0,high_school,0,poor,35134,business
2933,36,female,38316,single,4,high_school,1,poor,26101,education
2934,70,male,35806,single,1,high_school,2,poor,47412,car
2935,32,male,24731,widowed,1,high_school,1,poor,18543,personal
2936,48,male,23933,divorced,3,high_school,0,poor,22175,business
2937,70,male,20422,widowed,5,high_school,1,poor,21555,education
2938,63,male,49013,widowed,2,high_school,2,poor,12509,personal
2939,64,female,20051,single,1,high_school,2,poor,47209,personal
2940,47,male,36075,widowed,0,high_school,0,poor,22624,personal
2941,34,female,46497,divorced,5,high_school,2,poor,47963,education
2942,23,male,43551,married,4,high_school,0,poor,22654,business
2943,32,male,48413,single,5,high_school,1,poor,11604,education
2944,58,female,34195,divorced,5,high_school,0,poor,26851,education
2945,25,female,42619,married,4,high_school,1,poor,15182,car
2946,30,female,24923,widowed,3,high_school,2,poor,31330,home
2947,31,female,47741,widowed,4,high_school,0,poor,32850,business
2948,54,male,32293,married,0,high_school,0,poor,34567,business
2949,42,female,36194,single,5,high_school,0,poor,37228,home
2950,39,female,42614,married,1,high_school,2,poor,11161,business
2951,22,male,44679,married,4,high_school,0,poor,17239,car
2952,49,male,37754,married,4,high_school,2,poor,34514,business
2953,60,female,39531,single,0,high_school,2,poor,27970,business
2954,35,male,24208,married,5,high_school,1,poor,24819,car
2955,67,male,26098,widowed,2,high_school,1,poor,22342,business
2956,29,male,23543,divorced,4,high_school,1,poor,11452,car
2957,67,male,35031,single,5,high_school,1,poor,36308,business
2958,29,male,28449,divorced,1,high_school,0,poor,17457,education
2959,42,male,32433,married,5,high_school,0,poor,44552,personal
2960,38,female,27569,divorced,4,high_school,0,poor,46109,car
2961,47,female,40359,single,0,high_school,1,poor,48596,home
2962,55,male,26887,single,2,high_school,1,poor,27073,home
2963,31,male,22189,married,4,high_school,0,poor,48261,home
2964,32,male,40342,widowed,1,high_school,0,poor,39690,home
2965,21,female,35891,single,2,high_school,1,poor,29576,education
2966,29,male,29062,single,1,high_school,0,poor,35805,car
2967,59,male,33210,married,1,high_school,1,poor,43605,education
2968,45,male,46617,married,4,high_school,2,poor,26477,personal
2969,50,male,48894,single,2,high_school,0,poor,27032,business
2970,51,male,28140,divorced,5,high_school,0,poor,22356,personal
2971,45,female,45468,widowed,1,high_school,1,poor,24866,car
2972,46,male,47130,married,4,high_school,2,poor,15778,home
2973,61,male,22693,widowed,5,high_school,1,poor,30213,home
2974,40,female,25229,widowed,1,high_school,1,poor,15880,home
2975,46,male,22075,married,3,high_school,2,poor,35086,home
2976,62,female,25278,single,3,high_school,2,poor,40058,car
2977,24,female,21196,divorced,0,high_school,2,poor,49702,car
2978,18,female,23065,single,4,high_school,2,poor,42688,education
2979,22,female,34395,divorced,5,high_school,0,poor,31110,car
2980,41,female,46227,widowed,1,high_school,0,poor,31821,personal
2981,34,female,46503,widowed,4,high_school,1,poor,19816,education
2982,68,male,25061,married,1,high_school,1,poor,38366,business
2983,21,male,36610,single,4,high_school,0,poor,49293,car
2984,53,male,48331,widowed,1,high_school,0,poor,43571,personal
2985,45,female,25230,single,2,high_school,2,poor,26697,car
2986,55,female,30804,single,0,high_school,2,poor,42447,education
2987,49,female,49913,married,1,high_school,0,poor,14316,personal
2988,46,female,27186,single,5,high_school,1,poor,42805,home
2989,67,female,43519,divorced,2,high_school,1,poor,13960,business
2990,25,female,36564,divorced,0,high_school,1,poor,19026,education
2991,36,female,29315,married,4,high_school,2,poor,48064,home
2992,34,female,27649,widowed,1,high_school,1,poor,26485,car
2993,59,male,34535,widowed,3,high_school,2,poor,36960,car
2994,58,female,22394,married,1,high_school,2,poor,18389,car
2995,45,male,27676,single,4,high_school,0,poor,29309,car
2996,28,female,43344,married,1,high_school,1,poor,29904,personal
2997,27,female,37668,divorced,5,high_school,0,poor,14154,business
2998,67,female,27485,married,4,high_school,2,poor,41270,education
2999,26,male,37087,widowed,3,high_school,2,poor,32893,home
3000,54,male,30613,married,0,high_school,0,poor,25611,personal
3001,65,male,20267,divorced,2,high_school,1,poor,39633,education
3002,46,male,39352,widowed,0,high_school,1,poor,40415,car
3003,70,male,44565,married,0,high_school,0,poor,36666,personal
3004,18,male,46430,divorced,0,high_school,0,poor,12133,personal
3005,34,male,32589,divorced,0,high_school,1,poor,12891,home
3006,37,female,45147,widowed,3,high_school,1,poor,18916,education
3007,49,female,32202,married,2,high_school,1,poor,34398,personal
3008,18,female,24227,divorced,3,high_school,1,poor,13404,education
3009,35,female,44231,widowed,1,high_school,2,poor,11790,home
3010,42,female,43663,widowed,3,high_school,2,poor,42548,education
3011,47,female,28255,single,4,high_school,1,poor,18508,business
3012,23,female,25486,widowed,2,high_school,1,poor,34527,education
3013,40,female,25389,divorced,0,high_school,0,poor,17375,personal
3014,21,male,48837,widowed,0,high_school,2,poor,38877,home
3015,68,male,25513,divorced,0,high_school,2,poor,22963,personal
3016,35,female,27611,single,3,high_school,1,poor,31861,car
3017,18,female,45113,divorced,1,high_school,0,poor,39378,car
3018,31,male,34480,widowed,5,high_school,2,poor,35667,home
3019,26,female,30691,single,3,high_school,2,poor,46518,personal
3020,24,male,48476,widowed,2,high_school,0,poor,47043,home
3021,39,female,47478,single,5,high_school,2,poor,32612,personal
3022,34,male,39639,married,0,high_school,1,poor,13875,education
3023,64,female,46163,single,3,high_school,2,poor,10234,business
3024,20,female,28276,divorced,2,high_school,2,poor,48114,education
3025,35,female,38782,widowed,0,high_school,2,poor,35481,home
3026,47,female,46398,widowed,2,high_school,2,poor,27893,car
3027,42,female,39683,married,5,high_school,0,poor,30683,business
3028,62,female,38421,divorced,1,high_school,0,poor,13219,education
3029,30,female,45057,married,4,high_school,0,poor,49828,education
3030,31,male,45649,widowed,3,high_school,1,poor,16308,education
3031,49,female,36789,married,1,high_school,1,poor,12980,education
3032,36,male,38519,divorced,5,high_school,2,poor,13724,personal
3033,43,male,47964,divorced,4,high_school,0,poor,19655,business
3034,57,male,27352,married,2,high_school,2,poor,23009,business
3035,40,male,20845,married,0,high_school,1,poor,15693,personal
3036,64,male,49607,single,3,high_school,0,poor,47579,home
3037,69,male,28501,married,4,high_school,0,poor,25485,business
3038,65,male,26368,married,1,high_school,0,poor,27900,personal
3039,51,male,43948,divorced,2,high_school,1,poor,32495,education
3040,50,female,26242,widowed,2,high_school,0,poor,27976,home
3041,39,female,38181,married,1,high_school,1,poor,17931,personal
3042,54,male,33048,single,3,high_school,0,poor,16938,car
3043,31,female,48225,divorced,5,high_school,1,poor,11373,personal
3044,18,male,35721,single,1,high_school,2,poor,47500,home
3045,57,female,21867,widowed,5,high_school,2,poor,47372,home
3046,25,male,36628,divorced,5,high_school,0,poor,36298,business
3047,34,male,34475,married,1,high_school,1,poor,47820,personal
3048,65,male,37759,divorced,0,high_school,1,poor,23417,education
3049,48,male,37806,divorced,0,high_school,0,poor,24193,car
3050,70,male,44631,widowed,5,high_school,2,poor,49542,car
3051,19,male,28645,married,1,high_school,0,poor,37263,education
3052,43,male,32342,divorced,3,high_school,0,poor,34388,home
3053,40,female,24888,married,2,high_school,1,poor,38477,education
3054,69,female,35059,widowed,3,high_school,0,poor,20611,home
3055,24,male,31543,divorced,4,high_school,1,poor,36169,business
3056,42,female,39068,divorced,4,high_school,1,poor,10250,personal
3057,31,female,37552,single,1,high_school,1,poor,19736,car
3058,24,male,45478,married,1,high_school,1,poor,17203,car
3059,29,female,21324,married,5,high_school,2,poor,43287,personal
3060,53,female,45693,widowed,5,high_school,0,poor,32330,education
3061,29,female,33354,single,2,high_school,1,poor,21762,personal
3062,22,female,25725,divorced,2,high_school,0,poor,35317,business
3063,52,male,25266,married,1,high_school,0,poor,14728,personal
3064,25,male,23859,divorced,4,high_school,0,poor,19436,home
3065,61,male,48489,single,1,high_school,1,poor,33358,home
3066,29,female,32528,divorced,0,high_school,1,poor,24718,home
3067,64,female,24020,married,0,high_school,2,poor,35787,education
3068,53,female,43265,divorced,3,high_school,2,poor,10017,business
3069,30,female,21965,married,2,high_school,2,poor,49554,car
3070,38,female,39684,single,5,high_school,2,poor,39432,personal
3071,46,female,31840,single,4,high_school,1,poor,39778,business
3072,35,male,24891,married,1,high_school,2,poor,18791,home
3073,57,female,45327,widowed,0,high_school,2,poor,21261,business
3074,63,female,44446,widowed,5,high_school,1,poor,30049,home
3075,58,male,44845,married,5,high_school,2,poor,48689,personal
3076,46,male,40988,single,5,high_school,0,poor,10995,personal
3077,47,male,36129,single,3,high_school,0,poor,10191,personal
3078,30,female,42709,widowed,0,high_school,1,poor,18628,business
3079,32,female,39989,married,4,high_school,1,poor,10753,personal
3080,52,female,38363,divorced,0,high_school,1,poor,10999,business
3081,59,male,32535,single,5,high_school,2,poor,45788,business
3082,42,female,22078,single,1,high_school,2,poor,10606,personal
3083,60,female,42279,widowed,0,high_school,0,poor,10996,car
3084,66,male,47165,single,2,high_school,0,poor,23951,car
3085,67,female,28266,divorced,5,high_school,1,poor,37669,car
3086,18,male,28706,widowed,5,high_school,0,poor,39084,personal
3087,38,female,48897,married,0,high_school,0,poor,20738,car
3088,26,female,44690,widowed,2,high_school,0,poor,23506,business
3089,33,female,35913,single,4,high_school,1,poor,19712,education
3090,44,male,23011,single,3,high_school,0,poor,26826,education
3091,51,female,43197,divorced,4,high_school,2,poor,49296,education
3092,39,female,41961,single,2,high_school,0,poor,11172,home
3093,34,male,24501,widowed,0,high_school,0,poor,14220,business
3094,35,female,30747,divorced,4,high_school,2,poor,11300,home
3095,45,male,37154,divorced,3,high_school,1,poor,17020,personal
3096,48,male,20222,single,1,high_school,2,poor,44826,personal
3097,18,male,38917,widowed,4,high_school,0,poor,18537,education
3098,43,female,41677,divorced,4,high_school,0,poor,18157,car
3099,34,male,22633,divorced,2,high_school,1,poor,36287,education
3100,60,male,30796,single,1,high_school,1,poor,43493,personal
3101,47,male,44180,married,2,high_school,1,poor,47687,personal
3102,37,female,29941,married,3,high_school,1,poor,16194,personal
3103,32,male,45444,married,5,high_school,0,poor,47500,personal
3104,36,male,23401,widowed,1,high_school,2,poor,41793,personal
3105,40,female,38205,single,4,high_school,2,poor,42635,home
3106,63,male,22165,divorced,0,high_school,0,poor,33192,business
3107,25,male,44916,married,2,high_school,2,poor,37757,home
3108,54,male,41616,married,5,high_school,1,poor,27546,home
3109,35,male,27560,widowed,1,high_school,1,poor,37604,business
3110,29,female,33762,divorced,1,high_school,1,poor,13979,home
3111,61,male,39889,single,5,high_school,1,poor,22684,home
3112,28,female,22528,single,2,high_school,1,poor,38364,personal
3113,37,female,35858,divorced,3,high_school,0,poor,40340,personal
3114,35,male,45036,single,1,high_school,2,poor,37386,home
3115,20,male,35564,single,1,high_school,0,poor,41060,business
3116,70,female,48694,single,4,high_school,1,poor,13237,personal
3117,50,male,31989,widowed,1,high_school,1,poor,47447,car
3118,52,male,40714,single,4,high_school,2,poor,48121,education
3119,62,female,44565,widowed,5,high_school,0,poor,28260,car
3120,59,male,24190,divorced,1,high_school,1,poor,10922,personal
3121,55,female,31258,married,2,high_school,0,poor,18651,car
3122,25,male,45294,widowed,5,high_school,2,poor,39282,business
3123,40,female,41746,single,0,high_school,1,poor,33185,car
3124,33,female,25975,widowed,5,high_school,2,poor,14689,education
3125,46,female,39750,widowed,5,high_school,0,poor,15292,home
3126,31,female,33531,single,4,high_school,1,poor,12255,business
3127,46,male,37904,divorced,2,high_school,1,poor,19035,education
3128,38,male,21274,married,3,high_school,0,poor,44411,home
3129,42,male,45950,single,5,high_school,0,poor,26868,home
3130,63,female,23538,widowed,4,high_school,2,poor,27401,business
3131,56,female,33135,married,0,high_school,1,poor,39170,car
3132,50,female,41079,divorced,0,high_school,0,poor,17006,personal
3133,41,female,40037,widowed,4,high_school,1,poor,13988,education
3134,41,male,28310,married,3,high_school,1,poor,44671,car
3135,54,female,36884,widowed,4,high_school,0,poor,13546,education
3136,55,male,35208,divorced,3,high_school,0,poor,43692,home
3137,38,male,43381,single,1,high_school,1,poor,25501,home
3138,47,male,24160,divorced,3,high_school,1,poor,32563,personal
3139,52,male,36983,widowed,0,high_school,2,poor,10837,education
3140,67,male,24590,divorced,4,high_school,2,poor,17524,home
3141,39,female,23135,married,5,high_school,2,poor,21990,car
3142,29,female,36416,single,4,high_school,0,poor,28610,education
3143,58,male,44738,divorced,1,high_school,1,poor,34026,personal
3144,49,female,39671,divorced,2,high_school,2,poor,46986,car
3145,39,female,20546,divorced,3,high_school,0,poor,32048,home
3146,64,female,32944,single,0,high_school,1,poor,12727,personal
3147,70,female,40145,single,5,high_school,2,poor,37801,personal
3148,56,male,41811,single,4,high_school,2,poor,14939,home
3149,22,female,26015,divorced,1,high_school,2,poor,43251,education
3150,52,male,30529,married,5,high_school,2,poor,30848,business
3151,42,male,33739,divorced,5,high_school,1,poor,42683,home
3152,55,female,29526,divorced,2,high_school,1,poor,29805,home
3153,41,male,32545,married,2,high_school,2,poor,29319,education
3154,64,male,29614,widowed,4,high_school,2,poor,21698,personal
3155,23,male,37928,single,1,high_school,0,poor,43472,personal
3156,66,female,32287,married,2,high_school,1,poor,22136,car
3157,29,female,42862,single,1,high_school,1,poor,16564,car
3158,65,male,39917,divorced,5,high_school,2,poor,22447,home
3159,31,male,22906,married,2,high_school,2,poor,14336,home
3160,56,female,37829,married,0,high_school,2,poor,10130,business
3161,51,female,20896,divorced,2,high_school,0,poor,10296,personal
3162,57,female,36216,divorced,0,high_school,1,poor,43677,education
3163,21,male,45643,married,4,high_school,0,poor,39266,home
3164,65,female,43561,married,2,high_school,2,poor,33216,home
3165,46,female,25194,single,2,high_school,1,poor,35747,home
3166,64,male,40333,divorced,0,high_school,1,poor,35165,education
3167,36,female,43461,single,1,high_school,1,poor,18581,home
3168,55,female,38857,widowed,4,high_school,1,poor,47047,car
3169,58,male,41000,single,5,high_school,2,poor,24082,home
3170,51,female,34371,married,0,high_school,1,poor,49943,education
3171,67,male,22666,single,0,high_school,2,poor,44213,business
3172,30,male,31981,widowed,1,high_school,0,poor,32199,car
3173,53,male,28569,married,4,high_school,0,poor,22029,business
3174,43,female,47120,single,4,high_school,0,poor,38912,education
3175,22,female,33984,widowed,3,high_school,0,poor,12285,personal
3176,66,female,22135,divorced,4,high_school,2,poor,45406,education
3177,35,male,37649,widowed,2,high_school,1,poor,14121,car
3178,44,male,22209,married,0,high_school,0,poor,49048,personal
3179,28,female,28729,single,2,high_school,0,poor,14979,education
3180,20,male,24977,married,4,high_school,0,poor,16371,car
3181,21,female,41018,married,2,high_school,2,poor,26801,home
3182,35,male,31082,single,3,high_school,0,poor,35500,education
3183,68,male,46623,widowed,1,high_school,1,poor,49496,car
3184,50,female,42012,divorced,3,high_school,2,poor,34060,business
3185,50,female,33952,single,2,high_school,2,poor,23480,business
3186,70,male,29963,widowed,3,high_school,2,poor,14120,business
3187,61,male,30761,single,2,high_school,2,poor,13792,education
3188,33,female,33906,married,5,high_school,2,poor,43003,business
3189,55,male,20839,single,0,high_school,0,poor,41306,business
3190,66,female,45869,widowed,0,high_school,2,poor,13987,personal
3191,60,male,46104,married,2,high_school,2,poor,28196,personal
3192,49,male,38501,widowed,4,high_school,2,poor,40180,education
3193,44,male,44250,widowed,0,high_school,1,poor,29340,personal
3194,38,female,49862,divorced,4,high_school,0,poor,37091,home
3195,19,female,24823,divorced,2,high_school,0,poor,24189,education
3196,56,female,45862,divorced,2,high_school,1,poor,13910,education
3197,18,male,22112,widowed,3,high_school,0,poor,19938,personal
3198,45,male,34170,married,3,high_school,2,poor,27340,education
3199,62,male,30792,divorced,0,high_school,1,poor,16199,business
3200,22,female,45878,married,3,high_school,2,poor,15702,education
3201,32,female,21666,widowed,0,high_school,1,poor,22019,car
3202,27,male,37095,widowed,4,high_school,1,poor,23982,home
3203,23,male,20884,divorced,3,high_school,2,poor,28371,business
3204,28,female,33117,married,4,high_school,2,poor,26180,education
3205,30,female,44002,widowed,4,high_school,1,poor,40969,personal
3206,57,female,23997,widowed,2,high_school,2,poor,14330,business
3207,52,female,28323,single,2,high_school,2,poor,46308,education
3208,35,female,43161,married,3,high_school,0,poor,15580,car
3209,63,female,27434,single,1,high_school,0,poor,17867,car
3210,50,male,28415,widowed,0,high_school,1,poor,33818,home
3211,23,male,33281,divorced,5,high_school,0,poor,23593,home
3212,31,female,49698,widowed,0,high_school,2,poor,21359,education
3213,35,female,22627,divorced,1,high_school,1,poor,35958,personal
3214,68,female,22280,single,4,high_school,1,poor,11077,car
3215,55,female,47611,married,2,high_school,1,poor,31714,car
3216,66,female,37177,single,2,high_school,0,poor,14331,business
3217,54,female,26713,widowed,3,high_school,0,poor,26339,home
3218,32,female,23493,single,0,high_school,2,poor,42215,personal
3219,26,male,43500,married,3,high_school,2,poor,49371,home
3220,63,male,31366,single,4,high_school,1,poor,12542,car
3221,47,male,45645,divorced,3,high_school,2,poor,36818,personal
3222,62,female,42952,divorced,4,high_school,1,poor,37021,car
3223,26,female,38162,divorced,4,high_school,1,poor,48667,car
3224,32,male,37747,widowed,2,high_school,1,poor,13833,personal
3225,24,female,21341,widowed,1,high_school,1,poor,38634,education
3226,57,female,42843,single,4,high_school,2,poor,20879,education
3227,47,male,34210,married,1,high_school,0,poor,33912,business
3228,56,male,25931,married,3,high_school,1,poor,42578,education
3229,53,female,32693,divorced,5,high_school,0,poor,11213,education
3230,43,male,24850,married,1,high_school,1,poor,14311,education
3231,44,female,42739,widowed,4,high_school,0,poor,49463,home
3232,48,male,48839,married,4,high_school,1,poor,17480,business
3233,50,male,29474,married,1,high_school,1,poor,40179,education
3234,53,male,48031,widowed,1,high_school,0,poor,46340,car
3235,66,female,48125,married,2,high_school,1,poor,33110,business
3236,65,male,45819,single,2,high_school,2,poor,38581,car
3237,26,female,34282,widowed,2,high_school,1,poor,13641,education
3238,18,male,33761,widowed,0,high_school,1,poor,43910,personal
3239,28,female,48957,married,4,high_school,1,poor,45364,education
3240,40,male,29116,widowed,1,high_school,0,poor,10867,home
3241,29,female,47627,divorced,5,high_school,1,poor,37763,business
3242,53,male,44565,divorced,1,high_school,0,poor,40545,personal
3243,33,female,32257,single,4,high_school,1,poor,19007,personal
3244,64,male,23328,divorced,2,high_school,1,poor,33564,education
3245,51,female,48731,married,4,high_school,0,poor,28476,home
3246,33,female,29611,single,2,high_school,2,poor,30919,personal
3247,56,female,49886,divorced,4,high_school,2,poor,47241,business
3248,32,male,42458,married,1,high_school,1,poor,18055,home
3249,23,female,25705,widowed,5,high_school,1,poor,29317,education
3250,60,male,36738,single,5,high_school,2,poor,20762,business
3251,64,male,21879,single,5,high_school,2,poor,28983,education
3252,42,male,23442,divorced,2,high_school,0,poor,43705,home
3253,49,female,47026,divorced,1,high_school,2,poor,28088,personal
3254,53,male,22725,widowed,0,high_school,1,poor,29676,car
3255,22,female,25332,divorced,3,high_school,1,poor,29226,car
3256,57,male,33468,divorced,1,high_school,2,poor,33523,car
3257,56,male,46439,married,5,high_school,1,poor,11866,personal
3258,60,female,37706,married,2,high_school,0,poor,39813,home
3259,31,male,41105,divorced,4,high_school,2,poor,38588,business
3260,29,female,25756,divorced,4,high_school,0,poor,17706,home
3261,57,female,21596,married,3,high_school,0,poor,23418,business
3262,20,male,23824,divorced,1,high_school,1,poor,12808,education
3263,28,male,26844,widowed,4,high_school,0,poor,47017,business
3264,35,male,24650,married,4,high_school,1,poor,13262,education
3265,28,male,31903,widowed,5,high_school,1,poor,42689,personal
3266,67,male,39775,divorced,0,high_school,0,poor,14200,home
3267,44,male,45414,widowed,1,high_school,2,poor,18801,education
3268,61,male,39408,divorced,5,high_school,2,poor,21263,education
3269,62,female,28775,married,4,high_school,0,poor,16736,education
3270,34,female,44861,married,5,high_school,2,poor,33977,car
3271,36,male,46401,widowed,4,high_school,0,poor,10380,car
3272,33,female,45214,widowed,4,high_school,2,poor,32977,home
3273,29,female,46886,divorced,5,high_school,2,poor,49335,car
3274,40,male,32344,widowed,3,high_school,0,poor,25045,business
3275,20,female,36839,married,0,high_school,1,poor,28996,home
3276,54,male,34965,married,5,high_school,2,poor,29766,personal
3277,62,female,46204,married,4,high_school,2,poor,19651,home
3278,24,female,33429,single,0,high_school,1,poor,14237,education
3279,70,male,26211,single,5,high_school,1,poor,33974,car
3280,22,male,37489,married,3,high_school,1,poor,25067,personal
3281,32,female,47900,married,0,high_school,2,poor,22026,car
3282,58,male,46105,divorced,4,high_school,0,poor,28264,business
3283,29,male,23778,married,2,high_school,1,poor,21999,business
3284,64,male,35940,married,1,high_school,2,poor,44461,personal
3285,68,female,44641,married,5,high_school,0,poor,43280,business
3286,58,female,36096,widowed,4,high_school,2,poor,32515,education
3287,31,female,20800,single,4,high_school,1,poor,35784,education
3288,34,male,23080,widowed,1,high_school,1,poor,48948,personal
3289,48,male,40224,widowed,5,high_school,0,poor,25662,personal
3290,52,male,46251,married,5,high_school,0,poor,41271,home
3291,34,female,40747,single,2,high_school,2,poor,36289,education
3292,28,male,31116,divorced,3,high_school,2,poor,22064,car
3293,55,male,45238,married,3,high_school,2,poor,27136,personal
3294,30,female,39510,single,4,high_school,1,poor,38211,home
3295,44,male,24992,married,0,high_school,2,poor,13278,education
3296,59,female,30153,single,2,high_school,2,poor,48625,education
3297,64,female,46097,single,3,high_school,2,poor,20255,business
3298,24,female,32384,married,0,high_school,0,poor,41783,business
3299,52,male,33855,married,3,high_school,2,poor,37679,personal
3300,26,female,23253,single,1,high_school,2,poor,43077,car
3301,31,male,31444,married,1,high_school,1,poor,15909,car
3302,62,female,28621,divorced,4,high_school,0,poor,41047,home
3303,49,female,45943,married,3,high_school,2,poor,10943,business
3304,35,female,49696,widowed,4,high_school,2,poor,36715,business
3305,57,male,20404,widowed,5,high_school,0,poor,20606,home
3306,35,male,35020,married,1,high_school,2,poor,14242,car
3307,70,male,23489,divorced,3,high_school,1,poor,11367,home
3308,68,female,47062,single,3,high_school,1,poor,35418,personal
3309,19,female,47348,married,2,high_school,0,poor,29221,education
3310,57,male,22097,single,4,high_school,2,poor,38193,business
3311,34,female,39018,widowed,5,high_school,2,poor,21213,personal
3312,57,female,29666,widowed,1,high_school,2,poor,16339,education
3313,51,male,40968,married,3,high_school,2,poor,33803,personal
3314,68,male,35122,divorced,3,high_school,2,poor,42323,home
3315,18,female,25616,divorced,0,high_school,2,poor,42287,education
3316,45,female,38439,single,4,high_school,0,poor,29846,home
3317,21,male,29094,single,5,high_school,1,poor,33016,home
3318,64,male,21339,widowed,1,high_school,2,poor,42257,home
3319,61,female,47802,widowed,5,high_school,1,poor,32404,home
3320,32,female,21365,married,2,high_school,0,poor,48135,personal
3321,45,male,48698,single,2,high_school,2,poor,34393,education
3322,36,female,26732,married,4,high_school,1,poor,15095,car
3323,65,female,29356,divorced,3,high_school,2,poor,15361,car
3324,38,female,40829,single,0,high_school,2,poor,40358,car
3325,28,male,21448,divorced,1,high_school,1,poor,34352,personal
3326,19,male,37804,widowed,3,high_school,0,poor,18650,home
3327,39,female,31879,divorced,2,high_school,0,poor,39596,business
3328,66,female,49965,widowed,3,high_school,2,poor,25592,car
3329,19,female,46986,divorced,5,high_school,2,poor,12054,business
3330,62,female,44853,divorced,1,high_school,0,poor,32528,home
3331,57,male,23358,widowed,1,high_school,1,poor,15171,car
3332,23,female,37575,single,5,high_school,0,poor,35467,business
3333,35,male,24338,widowed,4,high_school,0,poor,40325,personal
3334,60,female,31047,single,5,high_school,2,poor,12806,personal
3335,46,male,38257,single,5,high_school,1,poor,41391,car
3336,63,female,26880,widowed,4,high_school,1,poor,36471,home
3337,51,female,21033,married,4,high_school,1,poor,25369,car
